SrcIP,TotalFlows,SynFreq,AckFreq,FinFreq,RstFreq,PshFreq,UrgFreq,SrcPortEntropy,DestPortEntropy,DestIPEntropy,FlagEntropy,AggregatedLabel
86.49.87.107,90,0.7111111111111111,1.0,0.7888888888888889,0.13333333333333333,0.9111111111111111,0.0,5.774037997061581,1.0616871190918689,1.2118935122799344,2.2265606651613803,0
94.74.242.71,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.85.60,682,0.9545454545454546,1.0,0.9589442815249267,0.19794721407624633,0.717008797653959,0.0,9.407762826384838,0.37810358457553433,6.11925065379238,2.203301902778564,0
147.32.85.42,388,0.7989690721649485,1.0,0.7989690721649485,0.030927835051546393,0.9716494845360825,0.0,7.759505110139107,1.3652628598968788,4.712742786296122,1.5594546314336746,0
151.52.251.168,1,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.86.165,543,0.9539594843462247,0.990791896869245,0.9263351749539595,0.24677716390423574,0.9834254143646409,0.0,9.011044579692,1.2872811134828863,5.789653609799894,2.0121608866431555,0
147.32.84.229,523,0.8202676864244742,0.8680688336520076,0.6730401529636711,0.04206500956022945,0.8508604206500956,0.0,8.154614517885026,2.11954837993801,3.3179072654318595,1.86305012783876,0
147.32.85.74,9186,0.9961898541258437,0.07032440670585674,0.027106466361854997,0.040931852819507945,0.03069888961463096,0.0,12.84719836863841,0.22471913644569658,0.24626388878780228,0.46573739759708216,0
90.177.96.51,52,0.11538461538461539,1.0,0.019230769230769232,0.057692307692307696,0.9423076923076923,0.0,1.8216262378925507,-0.0,-0.0,0.7649942500802787,0
147.32.86.111,164,0.9512195121951219,1.0,0.9512195121951219,0.8170731707317073,1.0,0.0,7.345356882666886,1.5833119070389419,3.86711145793013,1.7741253756091844,0
147.32.84.111,276,0.7210144927536232,0.9202898550724637,0.4782608695652174,0.463768115942029,0.9166666666666666,0.0,6.817908187333452,2.1695323546603014,4.189156608208317,2.89772442416096,0
144.160.98.31,4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,-0.0,-0.0,-0.0,0
147.32.192.127,3,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.584962500721156,0.9182958340544896,0.9182958340544896,0.9182958340544896,0
86.177.181.57,28,0.07142857142857142,1.0,0.10714285714285714,0.03571428571428571,1.0,0.0,1.5566567074628228,-0.0,-0.0,1.6289033754296502,0
222.122.186.14,954,1.0,1.0,0.0,0.3029350104821803,0.006289308176100629,0.0,-0.0,9.072564151062469,8.382713916683649,1.063739858237034,0
147.32.84.170,27446,0.998433287182103,1.0,0.9983968520002915,0.025140275449974495,0.3704000582962909,0.0,13.928318320622754,0.6443801742094581,3.2425593581420515,1.1620799367525145,0
205.188.11.62,2,0.0,1.0,0.5,0.5,1.0,0.0,-0.0,-0.0,-0.0,1.0,0
194.108.204.27,46,0.8260869565217391,1.0,1.0,0.0,0.7608695652173914,0.0,5.5235619560570095,1.832102574945693,0.9727667169092546,1.3523814564716385,0
147.32.84.171,33734,0.9996146321218948,0.07606569040137547,0.060413825813719096,0.03165945337048675,0.06720222920495643,0.0,14.091556857075407,13.527765297162292,1.457430559892054,0.5812816477265329,0
147.32.86.99,1575,0.9809523809523809,0.9904761904761905,0.9136507936507936,0.5142857142857142,0.8571428571428571,0.0,10.587136827546466,1.8052208135956875,5.873458841827694,2.723381918954094,0
85.71.203.162,9,0.1111111111111111,1.0,0.2222222222222222,0.2222222222222222,1.0,0.0,0.9910760598382222,-0.0,-0.0,1.224394445405986,0
147.32.84.179,255,0.9882352941176471,0.19215686274509805,0.16470588235294117,0.1607843137254902,0.19215686274509805,0.0,7.978667162349066,0.9034950716509594,1.463971892091915,1.14230141404216,0
95.168.207.242,1,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
74.125.232.214,8,0.0,1.0,0.75,0.125,1.0,0.0,-0.0,2.4056390622295662,0.954434002924965,1.75,0
213.146.189.202,1,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.86.187,371,0.9407008086253369,1.0,0.7924528301886793,0.3423180592991914,0.6037735849056604,0.0,8.535275376620733,0.3027729070125876,6.34425502520889,2.5246735551346418,0
209.85.148.105,5,0.0,1.0,1.0,0.0,0.2,0.0,0.7219280948873623,2.321928094887362,0.9709505944546686,1.5219280948873621,0
147.32.85.95,423,0.9905437352245863,1.0,0.9952718676122931,0.3215130023640662,1.0,0.0,8.686688794018268,0.6573125776121729,4.4739324852747515,1.4826926226146084,0
175.136.61.96,8,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.0,-0.0,-0.0,0
149.5.45.6,4,0.0,1.0,0.25,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.8112781244591328,0
74.125.232.215,2,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,1.0,1.0,-0.0,0
147.32.84.73,48,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.85.23,923,0.9978331527627302,1.0,0.9967497291440953,0.050920910075839654,0.9967497291440953,0.0,9.828518365272876,0.06431234755779609,5.746430026386255,0.5324282430781764,0
74.125.232.213,53,0.0,1.0,0.05660377358490566,0.018867924528301886,1.0,0.0,-0.0,0.6698412086270576,0.6698412086270576,0.5801263500956715,0
147.32.85.5,1613,0.9138251704897706,0.8896466212027279,0.7650340979541228,0.06075635461872288,0.8766274023558587,0.0,10.147700508232242,1.336802510709252,4.379252108561135,1.5663166656283976,0
147.32.85.76,1217,0.9975349219391948,1.0,0.9129005751848809,0.2826622843056697,0.9769926047658176,0.0,9.94297670248356,0.9086325185873354,6.497926505029543,1.4421528854574692,0
147.32.85.69,121,0.24793388429752067,1.0,0.2727272727272727,0.2396694214876033,1.0,0.0,2.9459268057192998,1.7155016085399664,2.4394457105528207,1.9258530513571415,0
147.32.87.38,665,0.9984962406015038,0.22556390977443608,0.15338345864661654,0.21654135338345865,0.22556390977443608,0.0,9.377210530388492,0.8062442521069059,0.8380153001987691,1.0295639425018865,0
80.239.149.35,1,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.30.4,1,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
74.125.232.205,48,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.84.168,709,0.9929478138222849,0.997179125528914,0.6572637517630465,0.8124118476727785,0.8504936530324401,0.0,9.4583583193552,0.513846984924727,5.233997890756987,2.6813323598096743,0
147.32.85.119,1156,0.995674740484429,0.9982698961937716,0.972318339100346,0.49480968858131485,0.6401384083044983,0.0,10.174925682500787,0.5234357099254862,5.5904875848174065,1.995362175155785,0
147.32.86.15,1661,0.9963877182420229,1.0,0.9494280553883203,0.40517760385310053,0.9963877182420229,0.0,10.697836357962231,1.7801472700385599,3.7737184172597162,2.298232395980247,0
209.35.17.22,2,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,0
74.125.39.125,7,0.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.0,0.863120568566631,1.950212064914747,1.950212064914747,2.2359263506290326,0
188.95.61.42,3,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,-0.0,-0.0,-0.0,0.9182958340544896,0
85.70.168.50,51,0.09803921568627451,1.0,0.0196078431372549,0.058823529411764705,0.9411764705882353,0.0,1.6357815996250364,-0.0,-0.0,0.6942238353636754,0
90.179.160.212,99,0.7575757575757576,1.0,0.47474747474747475,0.7070707070707071,1.0,0.0,6.07360358968917,-0.0,-0.0,2.3031298239953393,0
147.32.84.215,4536,0.9997795414462081,0.041666666666666664,0.0006613756613756613,0.04144620811287478,0.0006613756613756613,0.0,12.005536599313752,0.008546796370542098,0.005550962021434455,0.2553894090835578,0
209.35.17.20,1,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.86.171,1390,0.9935251798561151,0.9985611510791367,0.9201438848920863,0.7899280575539568,0.9971223021582734,0.0,10.4351137719272,0.26640953935308864,5.8114261760820165,1.8715252936354436,0
134.176.153.148,2,0.0,1.0,0.0,0.5,1.0,0.0,-0.0,-0.0,-0.0,1.0,0
147.32.85.124,362,0.9834254143646409,0.9972375690607734,0.93646408839779,0.5441988950276243,0.994475138121547,0.0,8.499845887083191,1.1233632553251809,5.260498171076827,2.352311658125168,0
147.32.84.22,41,1.0,1.0,1.0,0.0,1.0,0.0,5.357552004618081,0.1654270339962668,3.428934984772617,-0.0,0
66.235.139.152,1,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
178.202.153.136,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.86.141,98,0.9693877551020408,1.0,0.9285714285714286,0.30612244897959184,0.7040816326530612,0.0,6.594301680849912,0.9218617034258965,3.8925079450292994,1.9576874990438944,0
64.31.60.146,82,1.0,0.0,0.0,0.0,0.0,0.0,6.357552004618087,-0.0,-0.0,-0.0,0
147.32.86.176,330,0.9878787878787879,0.9636363636363636,0.7878787878787878,0.49393939393939396,0.8848484848484849,0.0,8.366322214245866,3.8064022578834846,5.988514627032746,3.1432885254667573,0
129.241.23.143,2,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,0
74.125.43.109,11,0.0,1.0,0.5454545454545454,0.09090909090909091,1.0,0.0,-0.0,2.7321588913645707,1.6767370300521325,1.3485878960124222,0
147.32.84.189,855,0.9894736842105263,1.0,0.9824561403508771,0.28888888888888886,0.7497076023391813,0.0,9.692996984042411,0.39561779152202203,6.352322762757538,2.0963258447765805,0
62.245.66.71,18,0.4444444444444444,1.0,0.5555555555555556,0.3333333333333333,1.0,0.0,2.836591668108979,1.1221136771091087,0.9910760598382222,2.057924310831006,0
196.46.245.31,2,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,-0.0,1.0,0
147.32.82.101,3,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,0
184.95.33.250,104,1.0,0.22115384615384615,0.019230769230769232,0.20192307692307693,0.0,0.0,6.642747410448795,1.0,5.623516641218019,0.856530909371779,0
85.70.168.199,24,0.25,0.7916666666666666,0.041666666666666664,0.20833333333333334,0.7916666666666666,0.0,2.6258145836939115,-0.0,-0.0,1.6130876138583303,0
66.220.151.83,1,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.84.184,4353,0.9924190213645762,0.9949460142430507,0.9862164024810476,0.011256604640477832,0.8920284861015392,0.0,11.891595595628011,0.6673077834401236,4.3193600775325205,0.8228328589162449,0
95.168.199.193,2,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
80.33.129.21,12,1.0,1.0,1.0,0.0,1.0,0.0,3.584962500721156,-0.0,-0.0,-0.0,0
46.4.161.227,5,0.4,1.0,1.0,0.0,0.4,0.0,2.321928094887362,0.7219280948873623,-0.0,0.9709505944546686,0
147.32.84.2,265,0.9924528301886792,1.0,0.969811320754717,0.0037735849056603774,0.9924528301886792,0.0,8.019659870205231,0.7200961519318608,0.7021531802255835,0.8637460190550504,0
85.13.72.246,468,1.0,1.0,0.9807692307692307,0.014957264957264958,0.9957264957264957,0.0,8.757640600989037,0.195582996380152,0.0709989466364099,0.23546411074025608,0
147.32.86.183,1347,0.9933184855233853,0.9792130660727543,0.9547141796585004,0.791388270230141,0.9747587230883444,0.0,10.388110230488174,1.178614791808982,5.758129667454137,1.97620425888683,0
74.114.28.110,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
157.24.3.30,1,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
88.86.102.50,9,0.0,1.0,0.5555555555555556,0.0,0.8888888888888888,0.0,0.5032583347756457,2.197159723424149,1.8910611120726526,1.3921472236645345,0
147.91.33.19,2,0.0,1.0,0.5,0.0,1.0,0.0,-0.0,-0.0,-0.0,1.0,0
66.249.66.154,249,1.0,1.0,1.0,0.0,1.0,0.0,7.960001932068083,-0.0,-0.0,-0.0,0
147.32.84.166,316,0.6962025316455697,1.0,0.6962025316455697,0.05063291139240506,1.0,0.0,6.600754165679556,1.1703194519395865,4.7372908383422905,1.2393797360249827,0
74.125.232.198,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
74.125.43.16,17,0.0,1.0,0.7647058823529411,0.11764705882352941,0.8823529411764706,0.0,-0.0,3.6901165175936654,2.4863286677871854,1.7360411676599226,0
208.68.138.5,1288,1.0,1.0,0.9906832298136646,0.012422360248447204,1.0,0.0,10.310730542710868,0.02372740983312822,0.530342030263568,0.10905231551173088,0
64.12.73.134,49,0.0,1.0,0.02040816326530612,0.02040816326530612,0.0,0.0,-0.0,0.2460225782203316,0.2460225782203316,0.28683890475094387,0
64.134.178.57,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0
199.47.217.170,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
194.108.204.23,3,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.0,1.584962500721156,0.9182958340544896,0.9182958340544896,0.9182958340544896,0
69.113.1.224,1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
197.128.85.4,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0
74.125.232.203,48,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.85.56,155,0.5870967741935483,1.0,0.5612903225806452,0.4064516129032258,1.0,0.0,5.235743698809737,1.5950531866570274,2.0668759692661323,1.9321020038643768,0
208.88.186.8,5,0.0,1.0,0.2,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.7219280948873623,0
147.32.87.21,17,0.0,1.0,0.0,0.058823529411764705,1.0,0.0,-0.0,-0.0,-0.0,0.3227569588973982,0
64.4.34.201,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
200.19.160.1,598,1.0,1.0,0.9983277591973244,0.0033444816053511705,0.9983277591973244,0.0,9.224001674197956,-0.0,-0.0,0.05349367147869535,0
74.125.232.202,3,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.9182958340544896,1.584962500721156,0.9182958340544896,1.584962500721156,0
64.12.73.165,1,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
199.59.148.139,1,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
69.63.180.48,1,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.84.3,2824,0.9624645892351275,1.0,0.9575070821529745,0.059490084985835696,0.9886685552407932,0.0,11.24644092207532,0.06278730509794528,0.06075899803621755,0.7548451726620229,0
62.28.172.238,1,1.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
173.192.223.73,117,1.0,1.0,0.0,0.017094017094017096,0.0,0.0,-0.0,6.8703647195833835,6.560410339186038,0.1247975754927794,0
93.185.104.6,2,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,0
114.80.93.71,18,1.0,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,4.169925001442312,-0.0,1.9182958340544893,0.5032583347756457,0
66.249.71.8,54,1.0,1.0,1.0,0.0,1.0,0.0,5.7548875021634665,-0.0,-0.0,-0.0,0
87.240.134.26,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
61.183.254.56,224,1.0,1.0,0.0,0.3482142857142857,0.004464285714285714,0.0,-0.0,7.625413459994342,7.403206149678198,1.181516335218381,0
147.32.84.13,738,0.9932249322493225,1.0,0.9905149051490515,0.07452574525745258,1.0,0.0,9.513926870558944,0.25271504410700746,0.2454025223375329,0.5276545670605193,0
210.160.8.68,4,1.0,1.0,1.0,0.0,1.0,0.0,2.0,-0.0,-0.0,-0.0,0
61.147.68.190,1432,1.0,0.0,0.0,0.0,0.0,0.0,10.159396486041917,-0.0,-0.0,-0.0,0
46.186.181.156,4,1.0,1.0,1.0,0.0,1.0,0.0,2.0,-0.0,-0.0,-0.0,0
188.128.118.94,960,1.0,0.0,0.0,0.0,0.0,0.0,9.888140595608505,-0.0,-0.0,-0.0,0
147.32.86.110,939,0.9818956336528222,1.0,0.9861554845580405,0.15122470713525027,0.9882854100106496,0.0,9.828645059044383,0.9585801649857796,5.628936492279137,1.19434222080262,0
147.32.86.88,323,0.5541795665634675,1.0,0.3126934984520124,0.23219814241486067,0.9938080495356038,0.0,5.845499951895637,1.538918059584292,2.994160737794935,1.8993553285749583,0
147.32.84.17,442,1.0,1.0,1.0,0.14027149321266968,1.0,0.0,8.759045347848048,0.584949386518702,4.974123889989134,0.60165796944325,0
66.220.151.78,1,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
66.249.66.119,2259,1.0,1.0,0.9995573262505534,0.0008853474988933156,0.9991146525011066,0.0,11.076838187974003,0.08039539312530561,0.06076346946634291,0.04142544862491176,0
87.121.156.186,26,1.0,1.0,1.0,0.0,1.0,0.0,4.700439718141092,-0.0,-0.0,-0.0,0
193.247.250.51,3,1.0,1.0,0.0,0.0,0.0,0.0,1.584962500721156,1.584962500721156,-0.0,-0.0,0
66.220.151.84,1,0.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
194.79.52.199,1,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.87.54,355,1.0,0.9802816901408451,0.9746478873239437,0.022535211267605635,0.9802816901408451,0.0,8.471675214392084,0.6657061618911457,3.781244258193931,0.3618317201452168,0
188.238.164.36,141,1.0,1.0,0.7588652482269503,1.0,0.7588652482269503,0.0,7.139551352398772,0.7969222449701817,-0.0,1.2762365752822116,0
209.85.148.17,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
141.84.69.85,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0
95.86.42.245,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
69.63.181.105,3,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.9182958340544896,0
147.32.86.194,3476,0.9930955120828538,0.9997123130034522,0.9738204833141542,0.1144994246260069,0.9951093210586881,0.0,11.37382520484603,0.3662835553376198,7.325988155555826,0.9830209010554994,0
147.32.84.181,452,0.8805309734513275,0.9933628318584071,0.7123893805309734,0.33185840707964603,0.9756637168141593,0.0,8.242600033147763,0.6996659280989042,5.440109270008244,2.1409556872243436,0
147.32.86.74,103,0.8932038834951457,1.0,0.912621359223301,0.10679611650485436,0.9902912621359223,0.0,6.686500527183236,1.3986010022532047,3.2489296236155885,1.371916515391162,0
147.32.84.19,775,0.9470967741935484,0.18580645161290324,0.14580645161290323,0.005161290322580645,0.1832258064516129,0.0,9.339626960683868,1.3563685814372826,1.3241234038592669,0.9920896022921221,0
217.11.249.140,3,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.84.162,3912,0.9729038854805726,1.0,0.6646216768916156,0.3085378323108384,0.9946319018404908,0.0,11.81433092644015,0.0827596453805972,0.2949926706396377,1.1704426401517778,0
66.249.71.123,1238,1.0,1.0,1.0,0.8917609046849758,1.0,0.0,10.233407877082065,0.3547928809329684,0.3547928809329684,0.4945815832171401,0
78.102.140.165,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
147.32.84.39,19,1.0,1.0,1.0,0.0,1.0,0.0,4.247927513443583,-0.0,2.970840013101985,-0.0,0
74.125.232.207,1,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
109.123.94.117,4,0.0,1.0,0.25,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.8112781244591328,0
147.32.85.89,3018,0.9844267726971504,0.9609012591119946,0.9433399602385686,0.12624254473161034,0.9599072233267064,0.0,11.366493409281823,0.9811665282728024,2.1618514044191905,0.9955257028044395,0
149.5.45.9,3,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.9182958340544896,0
199.47.216.149,55,0.0,1.0,0.03636363636363636,0.03636363636363636,1.0,0.0,-0.0,0.7343056219075246,0.7343056219075246,0.39185307091853616,0
92.97.148.49,1,1.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
150.162.236.151,1,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0
85.100.153.41,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0
147.32.85.123,224,0.9821428571428571,1.0,0.9642857142857143,0.06696428571428571,0.9241071428571429,0.0,7.807354922057568,0.365060172639918,4.015198503412336,1.1584110532786414,0
